time,fridge,washing_machine,kettle,rice_cooker
2013-02-18 09:00:59,11.42,3.15,0.4,1.2
2013-02-18 09:01:00,11.53,3.65,0.09,1.07
2013-02-18 09:01:05,11.38,3.56,0.26,1.31
2013-02-18 09:01:06,11.4,3.74,0.66,1.05
2013-02-18 09:01:12,11.74,3.37,0.03,1.38
2013-02-18 09:01:18,11.53,3.26,0.71,1.22
2013-02-18 09:01:24,11.27,3.92,1.2,1.3
2013-02-18 09:01:25,11.19,3.31,0.09,1.23
2013-02-18 09:01:30,11.56,4.03,0.08,1.01
2013-02-18 09:01:31,11.19,3.7800000000000002,0.56,1.87
2013-02-18 09:01:36,12.23,3.48,0.18,1.07
2013-02-18 09:01:37,11.39,3.1,0.54,2.01
2013-02-18 09:01:43,11.43,3.0,0.54,1.32
2013-02-18 09:01:49,11.57,3.2800000000000002,0.95,1.5
2013-02-18 09:01:55,11.16,3.48,0.02,1.1400000000000001
2013-02-18 09:01:56,11.69,3.43,0.72,1.02
2013-02-18 09:02:01,11.4,3.29,0.29,1.55
2013-02-18 09:02:02,12.47,3.04,0.3,1.2
2013-02-18 09:02:07,11.5,3.06,0.93,1.45
2013-02-18 09:02:08,11.47,3.03,0.31,1.63
2013-02-18 09:02:14,11.08,3.19,0.08,1.25
2013-02-18 09:02:20,11.51,3.33,0.84,1.55
2013-02-18 09:02:26,11.32,3.7,0.12,1.4
2013-02-18 09:02:27,11.95,3.45,0.5,1.15
2013-02-18 09:02:32,11.04,3.7,1.0,1.5
2013-02-18 09:02:33,12.11,3.22,0.17,1.78
2013-02-18 09:02:38,11.4,3.05,0.57,1.76
2013-02-18 09:02:39,12.1,3.38,0.12,1.52
2013-02-18 09:02:45,11.44,3.11,0.72,1.56
2013-02-18 09:02:51,11.51,3.11,0.7,2.04
2013-02-18 09:02:57,11.99,3.73,0.01,2.15
2013-02-18 09:03:03,11.19,3.34,0.15,1.5899999999999999
2013-02-18 09:03:04,11.09,3.33,0.78,1.3
2013-02-18 09:03:09,11.52,3.12,0.14,1.29
2013-02-18 09:03:10,11.73,3.05,0.29,1.16
2013-02-18 09:03:15,11.24,3.2,0.71,1.34
2013-02-18 09:03:16,11.36,3.35,1.05,1.69
2013-02-18 09:03:22,11.07,3.08,1.73,1.3599999999999999
2013-02-18 09:03:28,11.42,3.39,0.34,1.1
2013-02-18 09:03:34,11.4,3.33,0.7,1.21
2013-02-18 09:03:35,11.71,3.22,0.32,1.26
2013-02-18 09:03:40,11.96,3.2,0.14,1.09
2013-02-18 09:03:41,11.32,3.05,0.08,1.58
2013-02-18 09:03:46,11.13,3.14,0.52,1.52
2013-02-18 09:03:47,11.45,3.13,0.67,1.33
2013-02-18 09:03:53,12.35,3.55,0.47,1.53
2013-02-18 09:03:59,11.12,3.16,0.11,1.77
2013-02-18 09:04:05,11.43,3.51,0.23,1.51
2013-02-18 09:04:11,11.43,3.51,0.51,1.09
2013-02-18 09:04:12,11.38,3.34,0.23,1.49
2013-02-18 09:04:17,11.09,3.02,0.5,1.71
2013-02-18 09:04:18,11.42,3.29,0.62,1.1
2013-02-18 09:04:23,11.41,3.03,0.39,1.29
2013-02-18 09:04:24,11.25,3.16,0.72,1.58
2013-02-18 09:04:30,12.01,3.12,0.81,1.52
2013-02-18 09:04:36,11.66,3.26,0.91,1.45
2013-02-18 09:04:42,11.9,3.43,0.7,1.11
2013-02-18 09:04:48,11.82,3.86,0.52,1.13
2013-02-18 09:04:49,11.03,3.66,0.15,1.15
2013-02-18 09:04:54,11.83,3.34,0.0,1.27
2013-02-18 09:04:55,11.08,3.04,0.05,1.1400000000000001
2013-02-18 09:05:01,11.12,3.82,0.27,1.8599999999999999
2013-02-18 09:05:07,11.03,3.24,0.79,1.54
2013-02-18 09:05:13,11.06,3.12,0.71,1.24
2013-02-18 09:05:19,11.11,3.64,0.1,1.45
2013-02-18 09:05:20,11.57,3.23,0.44,1.5899999999999999
2013-02-18 09:05:25,11.08,3.33,0.64,1.65
2013-02-18 09:05:26,11.36,3.11,0.61,1.44
2013-02-18 09:05:32,11.52,3.29,0.23,1.1
2013-02-18 09:05:38,11.19,3.88,0.47,1.07
2013-02-18 09:05:44,11.49,3.99,1.02,1.3
2013-02-18 09:05:50,11.68,3.0,0.87,1.23
2013-02-18 09:05:51,11.07,3.43,0.3,1.21
2013-02-18 09:05:56,11.09,3.05,0.23,1.3
2013-02-18 09:05:57,11.04,3.59,0.03,1.9
2013-02-18 09:06:03,11.01,4.01,0.53,1.3900000000000001
2013-02-18 09:06:09,12.29,3.22,0.78,1.1400000000000001
2013-02-18 09:06:15,11.67,3.45,0.46,1.5699999999999998
2013-02-18 09:06:21,11.99,3.2,0.55,1.24
2013-02-18 09:06:22,11.17,3.05,0.33,1.5899999999999999
2013-02-18 09:06:27,11.19,3.26,0.46,1.22
2013-02-18 09:06:28,11.16,3.1,0.66,1.47
2013-02-18 09:06:33,11.29,3.48,0.42,1.35
2013-02-18 09:06:34,11.64,3.65,0.47,1.2
2013-02-18 09:06:40,11.75,3.26,0.07,1.3599999999999999
2013-02-18 09:06:46,11.28,3.06,0.05,2.2
2013-02-18 09:06:52,11.21,3.07,0.08,1.09
2013-02-18 09:06:53,11.39,3.22,0.14,1.76
2013-02-18 09:06:58,12.1,3.58,0.27,1.38
2013-02-18 09:06:59,11.48,3.45,0.03,1.26
2013-02-18 09:07:05,11.03,3.33,0.52,1.25
2013-02-18 09:07:11,11.45,3.8,0.23,1.45
2013-02-18 09:07:17,11.28,3.88,0.74,1.38
2013-02-18 09:07:18,11.3,3.52,0.17,1.42
2013-02-18 09:07:23,11.33,3.77,0.06,1.17
2013-02-18 09:07:24,11.13,3.61,0.17,1.15
2013-02-18 09:07:30,11.66,3.58,0.55,1.32
2013-02-18 09:07:36,11.22,3.9699999999999998,1.02,1.6099999999999999
2013-02-18 09:07:42,11.44,4.0600000000000005,0.33,1.6400000000000001
2013-02-18 09:07:48,11.18,3.0,0.45,1.85
2013-02-18 09:07:49,11.28,3.16,0.79,1.5
2013-02-18 09:07:54,11.19,3.15,0.3,1.34
2013-02-18 09:07:55,11.81,3.3,1.3,1.26
2013-02-18 09:08:00,11.12,3.2,0.03,1.41
2013-02-18 09:08:01,11.19,3.16,0.22,2.23
2013-02-18 09:08:07,11.46,3.32,0.34,1.81
2013-02-18 09:08:13,11.12,3.57,0.31,1.3900000000000001
2013-02-18 09:08:19,12.22,3.39,0.23,2.3
2013-02-18 09:08:20,11.09,3.07,0.34,1.11
2013-02-18 09:08:25,11.1,3.45,0.6,1.16
2013-02-18 09:08:26,11.68,3.05,0.68,1.03
2013-02-18 09:08:31,11.46,3.26,0.12,1.02
2013-02-18 09:08:32,11.4,3.26,0.37,1.79
2013-02-18 09:08:38,11.12,3.45,0.08,1.2
2013-02-18 09:08:44,11.05,3.13,0.12,1.3900000000000001
2013-02-18 09:08:50,11.15,3.38,0.1,1.49
2013-02-18 09:08:51,11.05,3.2,0.03,1.48
2013-02-18 09:08:56,11.62,3.12,0.08,1.5899999999999999
2013-02-18 09:08:57,11.06,3.01,0.5,1.12
2013-02-18 09:09:02,11.73,4.16,0.08,1.6400000000000001
2013-02-18 09:09:03,11.82,3.07,0.43,1.73
2013-02-18 09:09:09,11.19,3.67,0.41,1.01
2013-02-18 09:09:15,11.29,3.27,0.1,1.37
2013-02-18 09:09:21,11.63,3.14,0.32,1.49
2013-02-18 09:09:27,11.2,3.37,0.78,1.37
2013-02-18 09:09:28,11.06,3.15,0.29,1.2
2013-02-18 09:09:33,11.79,3.54,0.6,2.27
2013-02-18 09:09:34,11.17,3.33,0.04,1.21
2013-02-18 09:09:40,11.42,3.17,0.51,1.63
2013-02-18 09:09:46,11.45,4.34,0.75,1.75
2013-02-18 09:09:52,11.46,3.39,0.13,1.29
2013-02-18 09:09:58,11.08,3.13,0.09,1.13
2013-02-18 09:10:04,11.34,3.06,0.71,1.15
2013-02-18 09:10:05,11.02,3.14,0.7,1.04
2013-02-18 09:10:10,11.12,3.34,0.0,2.0
2013-02-18 09:10:11,11.58,3.1,0.17,1.76
2013-02-18 09:10:16,11.31,3.7199999999999998,0.85,1.83
2013-02-18 09:10:17,11.08,3.59,0.0,1.33
2013-02-18 09:10:23,11.68,3.57,0.03,1.37
2013-02-18 09:10:29,12.18,3.31,0.81,1.37
2013-02-18 09:10:35,12.03,3.64,0.83,1.22
2013-02-18 09:10:36,11.85,3.24,0.67,1.3900000000000001
2013-02-18 09:10:41,11.31,3.07,0.42,1.24
2013-02-18 09:10:42,11.02,4.2,0.06,1.44
2013-02-18 09:10:47,11.07,3.79,0.15,1.19
2013-02-18 09:10:48,11.5,3.39,0.18,1.15
2013-02-18 09:10:54,11.53,3.24,0.09,1.04
2013-02-18 09:11:00,11.13,3.6,0.06,1.74
2013-02-18 09:11:06,11.29,3.24,0.17,1.06
2013-02-18 09:11:07,11.15,3.04,0.0,1.5699999999999998
2013-02-18 09:11:12,11.03,3.05,0.13,1.05
2013-02-18 09:11:13,11.05,3.08,0.07,1.29
2013-02-18 09:11:18,11.27,3.38,0.03,1.6
2013-02-18 09:11:19,11.26,3.03,0.57,1.28
2013-02-18 09:11:25,11.14,3.54,0.02,1.05
2013-02-18 09:11:31,11.47,3.6,0.22,1.25
2013-02-18 09:11:37,11.3,3.1,0.09,1.49
2013-02-18 09:11:38,11.43,3.58,0.44,1.94
2013-02-18 09:11:43,11.31,3.19,0.01,1.09
2013-02-18 09:11:44,11.02,3.04,0.39,1.11
2013-02-18 09:11:50,11.42,4.2,0.17,1.09
2013-02-18 09:11:56,11.45,3.32,0.21,1.16
2013-02-18 09:12:02,11.89,3.65,0.16,1.43
2013-02-18 09:12:08,11.27,3.17,0.29,1.63
2013-02-18 09:12:09,11.38,3.66,0.08,1.32
2013-02-18 09:12:14,11.04,3.4,0.08,1.96
2013-02-18 09:12:15,11.32,3.08,1.33,1.13
2013-02-18 09:12:20,11.37,3.4,0.24,1.69
2013-02-18 09:12:21,11.14,3.5,0.24,1.74
2013-02-18 09:12:27,11.08,3.12,0.08,2.02
2013-02-18 09:12:33,11.08,3.17,0.15,1.42
2013-02-18 09:12:39,11.1,3.55,0.63,1.31
2013-02-18 09:12:45,11.01,3.86,0.21,1.07
2013-02-18 09:12:46,11.26,3.03,0.41,1.21
2013-02-18 09:12:51,11.4,3.3,0.69,1.46
2013-02-18 09:12:52,11.7,3.18,0.16,1.52
2013-02-18 09:12:57,11.12,3.42,0.6,1.06
2013-02-18 09:12:58,11.66,3.4699999999999998,0.08,1.52
2013-02-18 09:13:04,11.09,3.48,0.65,1.77
2013-02-18 09:13:10,11.43,3.01,0.32,1.44
2013-02-18 09:13:16,11.33,3.09,1.36,1.46
2013-02-18 09:13:17,12.1,4.03,0.13,1.16
2013-02-18 09:13:22,11.39,3.81,0.19,1.2
2013-02-18 09:13:23,11.17,3.9699999999999998,0.22,1.29
2013-02-18 09:13:29,11.88,3.1,0.43,1.47
2013-02-18 09:13:35,11.23,3.41,0.05,1.26
2013-02-18 09:13:41,11.44,3.36,0.63,1.6
2013-02-18 09:13:42,11.31,3.77,0.81,1.12
2013-02-18 09:13:47,11.55,3.12,0.59,1.21
2013-02-18 09:13:48,11.37,3.43,0.57,1.6099999999999999
2013-02-18 09:13:53,11.5,3.29,0.18,1.12
2013-02-18 09:13:54,11.01,3.7,0.27,1.04
2013-02-18 09:14:00,11.43,3.46,0.49,1.03
2013-02-18 09:14:06,11.79,3.12,0.14,1.62
2013-02-18 09:14:12,11.38,3.27,0.45,1.02
2013-02-18 09:14:18,12.08,3.07,0.05,1.99
2013-02-18 09:14:19,11.23,3.5,0.19,2.3600000000000003
2013-02-18 09:14:24,11.55,3.67,0.32,1.19
2013-02-18 09:14:25,11.49,3.21,0.37,1.34
2013-02-18 09:14:31,11.19,3.17,0.22,1.69
2013-02-18 09:14:37,11.3,3.22,0.15,1.3
2013-02-18 09:14:43,11.7,3.55,0.53,1.07
2013-02-18 09:14:49,11.6,3.01,0.23,1.53
2013-02-18 09:14:50,11.28,3.18,0.42,1.5
2013-02-18 09:14:55,11.04,3.08,0.75,1.33
2013-02-18 09:14:56,11.77,3.31,0.08,1.3
2013-02-18 09:15:01,11.33,3.42,0.46,1.67
2013-02-18 09:15:02,11.3,3.36,0.17,1.6600000000000001
2013-02-18 09:15:08,11.24,3.26,0.06,1.31
2013-02-18 09:15:14,11.29,3.02,0.67,1.12
2013-02-18 09:15:20,11.08,3.62,0.29,1.18
2013-02-18 09:15:21,11.78,3.66,0.42,1.07
2013-02-18 09:15:26,12.11,3.01,0.96,1.15
2013-02-18 09:15:27,11.67,3.25,0.04,1.22
2013-02-18 09:15:32,11.16,3.48,0.01,1.35
2013-02-18 09:15:33,11.02,3.32,0.37,1.52
2013-02-18 09:15:39,11.96,3.25,0.74,1.5899999999999999
2013-02-18 09:15:45,11.66,3.27,0.33,1.55
2013-02-18 09:15:51,11.99,4.0600000000000005,0.51,1.98
2013-02-18 09:15:57,11.38,3.7,0.83,1.49
2013-02-18 09:15:58,11.21,3.25,0.04,1.05
2013-02-18 09:16:03,11.49,3.3,0.57,1.22
2013-02-18 09:16:04,11.29,3.89,0.3,1.96
2013-02-18 09:16:09,11.36,3.44,0.34,1.78
2013-02-18 09:16:10,11.63,3.52,0.77,1.42
2013-02-18 09:16:16,11.49,3.65,0.52,1.95
2013-02-18 09:16:22,11.06,4.01,0.56,1.71
2013-02-18 09:16:28,11.28,3.77,0.22,1.41
2013-02-18 09:16:34,11.49,3.1,0.39,1.6400000000000001
2013-02-18 09:16:35,11.37,3.52,0.38,1.2
2013-02-18 09:16:40,11.27,3.25,0.38,1.6400000000000001
2013-02-18 09:16:41,11.6,3.06,0.01,1.3
2013-02-18 09:16:46,11.89,3.61,0.33,1.3599999999999999
2013-02-18 09:16:47,11.53,3.7,0.46,2.2199999999999998
2013-02-18 09:16:53,12.25,3.69,0.82,2.0700000000000003
2013-02-18 09:16:59,11.23,3.46,1.54,1.41
2013-02-18 09:17:05,11.95,4.24,0.56,1.5
2013-02-18 09:17:06,11.13,3.42,0.46,1.0
2013-02-18 09:17:11,11.69,3.1,0.33,1.26
2013-02-18 09:17:12,11.15,3.21,0.41,1.6
2013-02-18 09:17:17,11.52,3.55,0.29,1.53
2013-02-18 09:17:18,11.42,3.35,0.13,1.43
2013-02-18 09:17:24,11.3,3.56,0.15,1.46
2013-02-18 09:17:30,11.3,3.05,0.16,1.8599999999999999
2013-02-18 09:17:36,11.0,3.37,0.29,1.54
2013-02-18 09:17:42,11.29,4.12,0.44,1.62
2013-02-18 09:17:43,11.12,3.42,0.16,1.42
2013-02-18 09:17:48,11.24,3.17,0.0,1.47
2013-02-18 09:17:49,11.22,3.4,0.48,2.19
2013-02-18 09:17:54,11.12,3.52,0.24,1.43
2013-02-18 09:17:55,11.46,3.07,0.04,1.6600000000000001
2013-02-18 09:18:01,11.64,3.08,0.61,1.18
2013-02-18 09:18:07,11.32,3.16,0.17,1.56
2013-02-18 09:18:13,11.56,3.23,0.33,1.34
2013-02-18 09:18:14,11.12,3.21,0.55,2.1399999999999997
2013-02-18 09:18:19,11.1,3.31,0.79,1.45
2013-02-18 09:18:20,11.25,3.44,0.19,1.17
2013-02-18 09:18:25,11.51,3.38,0.1,2.04
2013-02-18 09:18:26,11.87,4.25,0.39,1.74
2013-02-18 09:18:31,11.53,3.01,0.14,1.26
2013-02-18 09:18:32,11.16,3.19,0.18,1.98
2013-02-18 09:18:38,11.11,3.69,0.06,1.8199999999999998
2013-02-18 09:18:44,11.51,3.63,0.35,1.65
2013-02-18 09:18:50,11.22,3.23,0.33,1.6600000000000001
2013-02-18 09:18:51,11.44,3.65,0.11,1.01
2013-02-18 09:18:56,11.72,3.27,0.76,1.28
2013-02-18 09:18:57,11.24,3.01,0.14,1.9300000000000002
2013-02-18 09:19:02,11.69,3.24,0.35,1.16
2013-02-18 09:19:03,11.63,3.5,1.11,1.11
2013-02-18 09:19:09,11.35,3.5,0.49,1.9
2013-02-18 09:19:15,11.32,3.75,0.11,1.6800000000000002
2013-02-18 09:19:21,11.85,3.13,0.08,1.1400000000000001
2013-02-18 09:19:27,11.17,3.22,0.09,1.35
2013-02-18 09:19:28,11.32,3.24,0.21,1.28
2013-02-18 09:19:33,11.16,3.37,0.28,1.09
2013-02-18 09:19:34,11.68,3.12,0.52,1.31
2013-02-18 09:19:39,11.34,3.3,0.01,1.07
2013-02-18 09:19:40,11.0,3.13,0.84,2.13
2013-02-18 09:19:46,11.03,3.22,0.04,1.33
2013-02-18 09:19:52,11.96,3.1,0.34,1.07
2013-02-18 09:19:58,11.04,3.52,0.71,1.4
2013-02-18 09:19:59,11.59,3.66,0.6,1.48
2013-02-18 09:20:04,11.22,3.04,0.08,1.04
2013-02-18 09:20:05,11.16,3.23,0.28,1.01
2013-02-18 09:20:10,11.66,3.0,0.25,1.67
2013-02-18 09:20:11,11.37,3.1,0.41,1.9300000000000002
2013-02-18 09:20:17,11.26,3.67,0.19,1.23
2013-02-18 09:20:23,11.0,3.2,1.23,1.5899999999999999
2013-02-18 09:20:29,11.47,3.02,0.08,2.08
2013-02-18 09:20:30,11.09,3.63,0.05,1.29
2013-02-18 09:20:35,11.18,3.22,0.46,1.96
2013-02-18 09:20:36,12.07,3.1,0.12,1.63
2013-02-18 09:20:41,11.05,3.1,0.61,1.26
2013-02-18 09:20:42,11.58,3.25,0.26,1.43
2013-02-18 09:20:48,11.2,3.23,0.19,1.45
2013-02-18 09:20:54,11.35,3.22,0.9,1.15
2013-02-18 09:21:00,11.46,3.26,0.21,1.83
2013-02-18 09:21:06,11.1,3.2800000000000002,0.28,1.1400000000000001
2013-02-18 09:21:12,12.18,4.05,0.61,1.44
2013-02-18 09:21:13,11.01,3.35,0.21,1.21
2013-02-18 09:21:18,11.62,3.2,0.58,1.24
2013-02-18 09:21:19,11.26,3.32,0.03,1.6800000000000002
2013-02-18 09:21:25,11.22,3.38,0.58,1.31
2013-02-18 09:21:31,11.86,3.05,0.24,1.53
2013-02-18 09:21:37,11.36,3.31,0.95,1.47
2013-02-18 09:21:43,11.21,3.25,0.34,1.62
2013-02-18 09:21:44,11.21,3.33,0.74,1.6099999999999999
2013-02-18 09:21:49,11.61,3.13,0.68,1.09
2013-02-18 09:21:50,11.07,3.25,0.44,1.5
2013-02-18 09:21:56,11.2,4.02,0.18,1.02
2013-02-18 09:22:02,11.01,3.19,0.39,1.24
2013-02-18 09:22:08,11.49,3.63,0.14,1.6600000000000001
2013-02-18 09:22:14,12.129999999999999,3.5,0.68,1.23
2013-02-18 09:22:15,11.22,3.23,0.02,1.6
2013-02-18 09:22:20,11.09,3.67,0.54,1.01
2013-02-18 09:22:21,11.31,3.26,0.36,2.0300000000000002
2013-02-18 09:22:27,11.81,3.24,0.12,2.09
2013-02-18 09:22:33,11.31,3.05,0.63,1.3599999999999999
2013-02-18 09:22:39,11.13,3.31,0.51,1.41
2013-02-18 09:22:45,11.28,3.45,0.57,1.53
2013-02-18 09:22:46,11.93,3.4,0.39,1.4
2013-02-18 09:22:51,12.07,3.36,0.84,2.1100000000000003
2013-02-18 09:22:52,11.35,4.1,0.95,1.75
2013-02-18 09:22:57,11.1,3.1,0.53,1.27
2013-02-18 09:22:58,11.73,3.4,0.58,1.53
2013-02-18 09:23:04,11.82,3.4699999999999998,1.44,1.6400000000000001
2013-02-18 09:23:10,11.97,3.3,0.5,1.1400000000000001
2013-02-18 09:23:16,11.07,3.04,0.11,1.13
2013-02-18 09:23:17,11.05,3.22,1.0,1.17
2013-02-18 09:23:22,11.1,3.2,0.09,1.17
2013-02-18 09:23:23,11.22,3.29,0.04,1.38
2013-02-18 09:23:28,11.52,3.35,0.4,1.1
2013-02-18 09:23:29,11.53,3.66,0.51,1.09
2013-02-18 09:23:35,11.17,3.3,0.55,1.34
2013-02-18 09:23:41,11.19,3.95,0.03,1.48
2013-02-18 09:23:47,11.38,3.76,0.1,1.47
2013-02-18 09:23:53,12.29,3.5,0.41,1.0
2013-02-18 09:23:54,11.21,3.58,0.54,1.48
2013-02-18 09:23:59,11.31,3.18,0.33,1.28
2013-02-18 09:24:00,11.57,3.13,0.65,1.3599999999999999
2013-02-18 09:24:06,11.71,3.02,0.38,1.58
2013-02-18 09:24:12,11.88,3.45,0.36,1.41
2013-02-18 09:24:18,12.25,3.18,0.44,1.6600000000000001
2013-02-18 09:24:19,11.38,3.92,0.28,1.04
2013-02-18 09:24:24,11.23,3.06,0.18,1.16
2013-02-18 09:24:25,11.29,3.08,0.8,1.13
2013-02-18 09:24:30,11.11,3.31,0.09,1.1
2013-02-18 09:24:31,11.08,3.07,0.09,1.9
2013-02-18 09:24:37,11.01,3.44,0.42,1.3900000000000001
2013-02-18 09:24:43,11.49,3.48,0.63,1.23
2013-02-18 09:24:49,11.75,3.02,0.18,1.47
2013-02-18 09:24:50,11.36,3.14,0.36,1.8599999999999999
2013-02-18 09:24:55,11.35,3.86,0.56,1.09
2013-02-18 09:24:56,11.79,3.18,0.63,1.16
2013-02-18 09:25:02,11.4,3.2800000000000002,0.16,1.06
2013-02-18 09:25:08,11.35,3.49,0.04,1.75
2013-02-18 09:25:14,11.14,3.52,0.11,1.12
2013-02-18 09:25:20,11.6,3.43,0.09,1.28
2013-02-18 09:25:21,11.51,3.85,0.17,1.25
2013-02-18 09:25:26,11.11,3.65,0.51,1.81
2013-02-18 09:25:27,11.17,3.96,0.72,1.6099999999999999
2013-02-18 09:25:33,11.48,3.38,0.46,1.92
2013-02-18 09:25:39,11.32,3.24,0.1,1.94
2013-02-18 09:25:45,11.34,3.76,0.18,1.26
2013-02-18 09:25:51,11.66,3.02,0.01,1.2
2013-02-18 09:25:52,11.14,3.02,1.2,1.43
2013-02-18 09:25:57,11.76,3.23,0.7,1.24
2013-02-18 09:25:58,11.57,3.41,0.49,1.1
2013-02-18 09:26:03,11.56,3.01,0.41,1.02
2013-02-18 09:26:04,11.58,3.67,0.76,1.67
2013-02-18 09:26:10,11.64,3.18,0.77,1.3599999999999999
2013-02-18 09:26:16,11.57,3.12,0.7,1.8599999999999999
2013-02-18 09:26:22,11.25,3.12,0.52,1.49
2013-02-18 09:26:28,11.31,3.66,0.28,1.4
2013-02-18 09:26:29,11.81,3.07,0.53,1.34
2013-02-18 09:26:34,11.39,3.21,0.23,2.0
2013-02-18 09:26:35,11.57,4.0600000000000005,1.4,1.05
2013-02-18 09:26:40,11.09,3.75,0.79,1.42
2013-02-18 09:26:41,11.13,3.2,0.09,1.5699999999999998
2013-02-18 09:26:47,11.99,4.3100000000000005,0.09,1.15
2013-02-18 09:26:53,12.1,3.18,0.28,1.8199999999999998
2013-02-18 09:26:59,11.11,3.21,0.13,1.99
2013-02-18 09:27:00,11.12,3.25,0.61,1.03
2013-02-18 09:27:05,11.56,3.05,0.18,1.27
2013-02-18 09:27:06,11.54,3.88,0.61,1.62
2013-02-18 09:27:11,11.28,3.39,0.15,1.73
2013-02-18 09:27:12,11.28,3.41,0.44,1.65
2013-02-18 09:27:18,11.07,3.55,0.12,1.16
2013-02-18 09:27:24,11.39,4.18,0.0,1.2
2013-02-18 09:27:30,11.59,4.1899999999999995,1.05,1.8599999999999999
2013-02-18 09:27:36,11.18,3.3,0.16,2.12
2013-02-18 09:27:37,11.82,3.7,0.48,1.58
2013-02-18 09:27:42,11.03,3.04,0.53,1.83
2013-02-18 09:27:43,11.06,3.79,0.41,1.16
2013-02-18 09:27:49,12.15,3.1,0.38,1.2
2013-02-18 09:27:55,11.7,3.75,0.54,1.05
2013-02-18 09:28:01,11.4,3.67,0.02,1.28
2013-02-18 09:28:02,11.83,4.24,0.23,1.13
2013-02-18 09:28:07,11.16,3.5300000000000002,0.57,2.34
2013-02-18 09:28:08,11.43,3.41,0.67,1.15
2013-02-18 09:28:13,11.49,4.01,0.08,1.41
2013-02-18 09:28:14,11.34,3.15,0.18,1.51
2013-02-18 09:28:20,11.19,3.29,0.44,1.07
2013-02-18 09:28:26,11.4,3.98,0.39,1.3900000000000001
2013-02-18 09:28:32,11.56,3.23,0.1,1.49
2013-02-18 09:28:33,11.78,3.26,0.29,1.05
2013-02-18 09:28:38,11.03,3.23,0.48,1.8199999999999998
2013-02-18 09:28:39,11.6,3.06,0.07,1.81
2013-02-18 09:28:44,11.17,3.43,0.2,1.31
2013-02-18 09:28:45,11.45,3.11,0.27,1.62
2013-02-18 09:28:51,11.1,3.48,0.37,1.09
2013-02-18 09:28:57,11.22,3.43,0.43,1.44
2013-02-18 09:29:03,11.21,3.14,0.76,1.8900000000000001
2013-02-18 09:29:09,11.8,3.05,0.55,1.05
2013-02-18 09:29:10,11.56,3.05,1.1,1.6600000000000001
2013-02-18 09:29:15,11.05,3.07,0.3,1.46
2013-02-18 09:29:16,11.84,4.09,0.66,1.0
2013-02-18 09:29:21,11.42,3.32,0.23,1.75
2013-02-18 09:29:22,11.44,3.4,0.9,1.44
2013-02-18 09:29:28,11.16,3.81,0.14,1.3900000000000001
2013-02-18 09:29:34,11.56,3.7800000000000002,0.58,1.22
2013-02-18 09:29:40,11.69,3.5,0.03,1.01
2013-02-18 09:29:41,12.02,3.52,0.62,1.27
2013-02-18 09:29:46,11.07,3.06,0.32,2.04
2013-02-18 09:29:47,11.26,3.7800000000000002,0.43,1.31
2013-02-18 09:29:52,11.1,3.77,0.51,1.35
2013-02-18 09:29:53,11.27,3.21,0.27,1.63
2013-02-18 09:29:59,11.06,3.69,0.05,1.73
2013-02-18 09:30:05,11.02,3.12,0.53,1.23
2013-02-18 09:30:11,11.45,3.07,0.56,1.98
2013-02-18 09:30:17,12.17,3.16,0.25,1.17
2013-02-18 09:30:18,11.7,3.34,0.06,1.38
2013-02-18 09:30:23,11.05,3.52,0.01,1.72
2013-02-18 09:30:24,11.59,3.26,0.78,1.63
2013-02-18 09:30:29,11.8,3.49,0.31,1.38
2013-02-18 09:30:30,11.29,3.29,0.05,1.49
2013-02-18 09:30:36,11.72,3.42,0.23,1.32
2013-02-18 09:30:42,11.32,3.75,0.07,1.53
2013-02-18 09:30:48,11.87,3.13,0.73,1.45
2013-02-18 09:30:54,11.33,3.32,0.22,1.22
2013-02-18 09:30:55,11.1,3.07,0.6,1.27
2013-02-18 09:31:00,11.2,3.51,0.4,2.33
2013-02-18 09:31:01,11.71,3.12,0.86,1.06
2013-02-18 09:31:07,11.44,3.63,0.43,1.4
2013-02-18 09:31:13,11.06,3.63,0.24,1.23
2013-02-18 09:31:19,11.23,3.24,0.23,1.13
2013-02-18 09:31:25,11.58,3.23,0.84,2.15
2013-02-18 09:31:26,11.16,3.09,0.04,1.15
2013-02-18 09:31:31,11.55,3.32,0.27,1.06
2013-02-18 09:31:32,11.28,3.51,0.8,1.46
2013-02-18 09:31:37,11.32,3.3,0.94,1.67
2013-02-18 09:31:38,11.07,3.85,0.27,1.71
2013-02-18 09:31:44,11.26,3.63,0.26,1.5
2013-02-18 09:31:50,11.4,3.14,0.76,1.34
2013-02-18 09:31:56,11.15,3.43,0.23,1.22
2013-02-18 09:31:57,11.1,3.04,0.44,1.26
2013-02-18 09:32:02,11.14,3.21,0.89,1.1400000000000001
2013-02-18 09:32:03,11.16,3.26,0.51,1.02
2013-02-18 09:32:09,11.07,3.48,0.18,1.29
2013-02-18 09:32:15,11.19,3.4699999999999998,0.25,1.07
2013-02-18 09:32:21,12.58,3.26,0.48,1.1
2013-02-18 09:32:27,11.45,3.08,0.32,1.3
2013-02-18 09:32:28,11.21,3.02,0.2,1.29
2013-02-18 09:32:33,11.12,3.08,0.37,1.3
2013-02-18 09:32:34,11.23,3.76,0.9,1.23
2013-02-18 09:32:40,11.07,3.7,0.52,1.18
2013-02-18 09:32:46,11.15,3.99,0.19,1.24
